72,118,180,2923,998,2753,2330,146,4781,5836
28,2558,4,6,34,170,661,2256,2997,824
117,1271,1053,85,2275,6334,183,85,1667,6335
176,270,13,29,37,60,1621,40,1621,40
510,9,2579,79,1203,31,21,308,199,116
4770,149,326,871,290,22458,649,5837,4770,378
7904,22463,22464,22465,14660,22466,22467,22468,22469,2925
16,403,643,231,22,7,14661,1120,15,376
157,2277,62,1442,1932,1465,1352,861,1220,16
2,26,1138,1896,594,102,0,0,0,0
288,1734,2040,288,1734,2040,6336,581,1318,40
5414,340,823,650,460,804,22481,1172,880,238
205,416,28,58,14669,4055,6,1607,14670,11089
14672,22483,723,6340,14673,14674,46,22484,7908,69
479,245,9080,2926,72,4043,266,221,83,7910
68,254,126,130,99,8,30,148,15,206
177,183,46,66,2668,20,164,3026,192,179
6,202,145,4,6,8,303,39,1835,2162
24,4301,569,649,31,5419,1735,146,11096,3129
34,29,37,60,1762,270,40,1762,270,40
4045,463,180,263,4302,7914,463,180,1083,1549
5,29,37,60,676,5045,40,676,5045,40
1057,1584,1242,118,5046,85,7915,22490,15,147
271,954,168,824,8,189,2323,180,3328,105
3226,488,26,730,102,46,28,58,577,6
13,29,37,60,338,11100,40,338,11100,40
3130,877,49,18,81,11101,3659,214,56,147
22493,29,37,60,6342,9085,14689,6342,9085,14689
458,9088,222,28,58,14669,4055,6,7026,608
2030,1627,6287,110,1839,125,1014,2803,1595,158
271,954,168,824,8,189,2323,180,3328,105
22548,22549,3343,22550,22551,22552,11113,22553,4788,22554
2,281,5848,1070,22555,2830,9099,22556,22557,0
1004,2933,67,602,224,192,46,8,123,561
8,75,218,80,106,569,118,473,16,150
13,29,37,60,338,4291,40,338,4291,40
14708,11117,975,512,2153,22560,1010,14709,393,22561
929,519,66,1164,12,1052,535,1576,1352,94
328,14710,255,1178,705,63,95,146,1425,4306
22569,1224,9102,182,1225,137,145,1443,2119,4789
95,155,85,1064,11120,707,159,14713,5849,22570
5053,26,375,286,3132,2831,28,58,2325,6
2,2528,3864,71,58,22571,0,0,0,0
48,22573,320,263,12,8,34,48,15,289
22591,22592,22593,22594,22595,22596,22597,22598,22599,22600
546,510,609,12,41,4,263,25,1181,238
176,29,37,60,1762,270,40,1762,270,40
9107,22601,723,5429,1788,22602,46,22603,7044,69
412,28,58,2822,22604,6,402,796,5055,123
3495,688,844,380,82,14716,24,1041,463,9
10,81,1972,940,519,472,38,1123,15,453
1516,154,196,689,359,21,16,258,239,206
1026,210,7,7045,10,4791,288,2165,263,64
323,19,3332,11123,3668,6289,3866,1899,389,46
1973,148,385,48,565,2219,159,445,705,157
2,9113,122,100,22,47,22611,0,0,0
20,49,228,62,12,7935,12,9114,18,25
12,259,119,546,510,41,263,25,3004,238
176,29,37,60,338,5855,40,338,5855,40
62,29,37,60,676,5059,40,676,5059,40
31,8,30,19,45,15,1067,85,2275,14657
854,690,2462,18,1306,9,537,15,489,854
7938,11139,14736,11140,3867,11141,9117,14737,7939,11142
598,170,2586,116,8,30,19,1329,15,202
271,954,168,824,8,189,2323,180,3328,105
372,16,280,33,45,8,73,7048,15,5858
14738,1300,102,2279,95,417,1300,123,5061,1442
2,22626,1330,1331,0,0,0,0,0,0
140,272,176,219,285,429,1102,15,596,693
214,102,282,284,28,58,1608,6,26,9119
2,2682,696,2682,174,4069,167,84,943,0
228,62,49,810,25,2683,4767,9120,1083,1549
256,114,1673,29,449,1467,28,14739,69,11145
456,3035,11147,14740,419,8,379,174,3672,191
11,11,61,323,30,19,734,2837,146,86
22858,22859,22860,22861,22862,22863,22864,22865,899,526
1694,1704,51,1577,1882,21,202,2675,41,255
22872,1899,22873,5852,123,29,1901,863,389,46
1658,916,916,36,66,445,254,275,15,150
2220,621,3871,232,11157,3238,22903,6358,5865,14765
116,189,997,5074,588,49,2938,11161,15,95
2011,21,47,7,2531,314,215,7056,15,206
2,7057,9134,5069,7058,0,0,0,0,0
956,1458,1170,1270,85,2532,5867,15,1170,1270
4313,2563,148,951,7,48,10,15,160,1071
6,14826,436,14827,14828,7068,5870,7962,3873,5871
291,14830,6365,7966,1275,2282,11189,459,258,239
34,29,37,60,11,270,40,11,270,40
62,49,12,228,62,22982,11190,810,1549,1083
573,525,9,62,1477,1478,157,10,93,5
147,858,109,1382,96,846,38,2753,2330,86
11,4550,1586,5076,162,761,2046,9146,162,11
2,0,0,0,0,0,0,0,0,0
563,1257,659,458,2599,3677,1780,1158,1764,7073
296,283,7074,1736,146,2843,1736,5,2840,184
96,307,6370,136,28,22986,6,14837,6,14838
9152,14840,22994,22995,22996,2405,14841,11195,11196,14842
200,132,106,433,361,406,299,71,11197,22997
1,1,2,1529,1707,269,2047,8,29,37
13,29,37,60,338,2847,40,338,2847,40
2,1232,736,23022,0,0,0,0,0,0
4079,7903,1585,2335,19,717,599,512,197,131
332,124,363,966,1252,1316,1694,496,717,389
11227,14884,183,686,2917,23025,198,14885,7085,6
127,47,48,1565,545,16,23027,324,214,920
9,537,947,2799,1228,4772,1938,109,1768,18
5,2,22,53,29,37,4,49,34,40
1535,1137,406,36,432,39,406,31,323,15
304,2473,2095,8,1250,347,43,938,559,23032
7092,9179,183,686,9180,8003,43,8001,782,69
49,14,240,8004,1055,1935,491,18,1166,12
6383,1387,134,36,463,5463,263,259,2694,36
90,257,12,25,609,11231,119,546,510,14899
908,11234,14901,600,14583,35,532,24,222,2766
561,302,465,191,123,191,271,954,168,824
12,4,3146,11,423,11,672,12,11,423
6389,2850,6390,31,6290,690,6391,5884,23070,5884
5097,2099,309,1036,4812,2608,3690,2169,436,229
2,66,1335,563,0,0,0,0,0,0
11,267,72,10,2010,47,48,23071,88,444
2,0,0,0,0,0,0,0,0,0
285,91,16,2475,9,291,431,30,19,45
526,5471,23073,23074,23075,23076,23077,23078,23079,23080
235,24,429,739,285,429,1102,15,596,693
14918,2333,14919,23087,6342,23088,4330,4331,14920,14921
140,169,62,9198,7,643,518,133,246,62
231,5,120,181,12,4,424,12,11,423
7106,3365,52,104,14922,326,187,219,13,720
61,2477,45,29,448,249,8,30,19,15
14756,8038,281,3147,880,3515,1299,360,9201,29
2011,21,47,7,2531,314,215,7056,15,206
2000,16,563,439,240,627,232,36,15,150
304,20,81,8,30,19,16,324,532,8040
28,23094,1877,389,400,28,58,1877,23095,23096
870,20,4,1232,9064,1232,2198,20,547,1814
897,5102,33,45,8,189,54,15,596,693
238,696,815,400,636,9202,226,1490,2396,40
90,10,7,458,2599,365,23103,9,15,928
590,26,1517,109,665,632,590,8043,15,1108
214,102,282,284,28,58,1608,6,26,9119
181,424,12,11,9,77,11,672,12,4
12,25,354,269,821,16,2668,345,12,25
1090,42,23105,91,20,14620,348,15,160,1071
23109,23110,23111,23112,23113,8,30,19,35,1424
486,85,774,1661,183,508,77,9,53,378
4818,1699,8,30,19,45,15,2129,8047,9206
622,14932,11255,9207,14933,14934,14935,232,3366,2411
375,3459,185,4564,2699,565,1559,4819,511,247
535,29,37,60,11,237,40,11,237,40
8,30,19,45,15,211,3055,492,14938,40
176,29,37,60,11,237,40,11,237,40
28,58,23129,6,9212,23130,23131,23132,23133,43
2115,16,1709,1580,894,30,19,15,2610,9217
846,274,1573,386,5478,1454,552,3521,4337,1404
29,397,304,255,179,96,22,7,56,89
582,9219,3040,5479,11,14945,6360,4549,7117,15
14964,788,7119,9226,8057,2456,23168,9227,14965,382
682,781,382,296,666,1372,442,58,1372,2650
5,29,37,60,414,5841,40,414,5841,40
940,12,547,22,56,85,2275,23222,15,150
9235,300,139,36,132,4566,1505,8,421,15
8,9201,33,398,118,23226,7127,23227,9236,23228
23245,14992,2661,23246,14993,23247,14994,7128,11283,23248
272,324,96,8,1613,23250,29,9238,15,1771
392,34,1636,42,2040,1812,6336,581,1318,40
626,696,26,1093,189,54,45,23251,14995,40
195,93,5,120,181,12,4,12,11,423
11284,1250,110,1018,39,248,95,73,159,177
496,2007,117,2815,819,43,434,85,2743,3013
149,4793,260,1333,307,1142,477,662,15001,398
23263,23264,23265,23266,23267,23268,23269,23270,23271,23272
23275,2231,28,58,23276,6,268,526,222,222
16,1360,476,321,13,8,3373,533,22,920
384,721,1373,9250,5911,416,18,345,2450,9251
4994,102,474,336,2342,4829,4346,440,33,8
1787,1381,690,767,18,1306,9,537,15,489
349,100,926,117,411,108,481,438,15,4347
858,585,22,108,28,23297,23298,6,23299,146
5,29,37,60,414,11311,40,414,11311,40
551,174,1699,560,4100,161,456,23301,2762,15
191,1188,10,3708,45,8,30,19,15,190
1726,9258,23304,6431,8087,23305,11011,11313,15036,15037
8088,191,209,2704,927,28,58,15040,910,526
117,1271,1053,85,2275,6334,183,85,1667,6335
4818,23312,11314,23313,11315,23314,23315,23316,6315,23317
7,1265,241,623,37,418,31,15,596,693
991,779,26,102,2175,2096,123,161,456,2450
26,76,14,124,519,8,26,76,847,15
562,562,562,562,562,562,562,562,562,562
1275,285,258,999,23321,15,211,6336,12,40
9,140,148,26,991,351,99,30,19,453
8090,7144,11320,23332,28,23333,23334,23335,141,6
327,273,2774,1902,382,309,327,266,665,319
132,28,5915,6,3061,15,28,5915,6,796
23457,15069,23458,23459,23460,23461,23462,23463,23464,11325
5097,2099,309,1036,4812,2608,3690,2169,436,229
11346,8104,7148,23494,23495,15131,6437,3862,1772,11347
62,246,5,1090,5,65,10,15,160,1071
2,5917,1247,1332,51,0,0,0,0,0
975,2035,975,371,540,23507,23508,23509,23510,23511
2775,8,30,19,660,7,361,22,42,15
3713,40,4839,1363,3713,40,3158,1363,3713,40
350,428,6354,8107,15135,11354,5918,15136,23515,2441
219,5,120,181,12,4,1091,11,9,77
1181,173,734,303,46,310,790,456,15137,15138
2,29,37,60,414,15139,40,414,15139,40
7,1265,241,623,37,418,31,15,596,693
3893,1322,104,885,29,37,4,49,34,40
9,20,1314,449,1299,2322,1150,460,134,15140
8,30,19,280,33,16,293,15,95,394
612,266,7150,8110,137,23526,3894,1944,870,1388
53,241,18,1815,931,1364,37,392,106,64
1217,1808,832,1465,749,4105,35,123,33,389
474,1039,215,41,7,2857,454,2392,15,206
2483,7153,9284,315,2281,1144,5922,23541,23542,23543
23559,46,23560,23561,6,561,767,561,1976,6
38,323,3159,276,16,303,8042,24,15,7159
11,11,61,323,30,19,734,2837,146,86
25,3152,119,546,510,263,610,1689,12,25
23571,15167,23572,15168,3497,35,532,348,222,2766
5,29,37,60,414,15169,40,414,15169,40
1798,104,1273,127,91,5,12,25,79,20
835,412,28,58,23573,6,402,796,5055,123
60,676,2707,40,676,4844,40,676,2707,40
2,36,140,62,763,76,874,665,62,18
65,388,2842,242,18,276,10,15,1645,15170
5,29,37,60,3380,2776,40,3380,2776,40
2,616,1435,616,1435,2007,616,18,4,40
195,465,519,140,49,810,25,2176,15171,15172
1628,2804,153,2014,2651,15,2,92,517,6
8120,518,62,18,2540,348,5,15,160,1071
5,14,32,3,1,1,2,555,5840,3538
1798,104,1273,127,235,5,12,25,79,20
406,1543,1575,102,2484,346,234,325,883,1575
2,0,0,0,0,0,0,0,0,0
519,8,30,19,1329,451,258,239,15,337
6453,796,5001,684,266,216,2294,198,4110,198
60,11,1017,40,1762,1017,40,11,1017,40
12,4,263,11,9,77,11,672,12,4
55,15188,6,1394,23594,5938,9305,23595,23596,23597
770,867,4,6,210,113,3527,210,367,450
2859,6457,4847,1083,1549,167,34,62,107,368
954,28,5939,4,6,847,208,2264,1677,184
131,381,2323,1585,26,175,76,284,1110,131
102,346,26,102,208,311,28,58,15193,6
181,12,4,98,12,423,11,672,12,4
394,2478,1708,1042,18,276,162,1121,7,48
1389,219,5,1236,630,195,71,407,15,1527
23668,1784,3238,15219,23669,28,23670,23671,6,796
199,116,9,844,11,25,2151,9,89,116
16,217,1576,38,1147,11401,4852,9,5141,186
9,14,225,3270,2758,10,6468,620,180,64
15,15221,43,11402,23675,23676,15222,2777,23677,23678
3060,826,18,144,42,132,26,76,15,3898
9323,233,9,10,2563,152,444,11229,362,146
76,3249,82,23690,23691,23692,23693,23694,23695,131
23699,23700,8132,23701,24,23702,23703,2548,23704,11407
9,100,8133,634,127,8,29,37,60,1041
34,49,2813,878,36,30,19,148,26,76
25,105,327,1701,609,9328,119,546,510,9329
11,2847,7,2327,518,1031,20,15,160,1071
270,13,288,4,1734,270,13,288,15227,40
23706,22,282,7182,1037,253,534,9330,23707,1624
709,50,566,30,19,45,186,768,11401,40
424,12,11,9,77,800,11,470,12,4
6449,207,23708,9275,149,5123,23709,23710,23711,23712
16,149,65,940,759,696,815,400,4594,4357
2,288,385,4114,7902,7,661,150,0,0
13,29,37,60,338,9333,40,338,9333,40
2342,11411,1485,9334,6474,1635,2957,11412,11413,7186
13,29,37,60,338,7916,40,338,7916,40
11414,8137,15232,345,23725,3382,23726,15233,6475,11415
23838,11419,23839,23840,23841,23842,15074,5515,23843,23844
2841,23851,28,58,15256,6,23852,526,23853,23854
1318,8,273,34,30,19,83,2179,590,1006
5,29,37,60,676,2384,40,676,2384,40
265,67,23,74,327,224,479,4744,51,264
94,763,19,130,36,558,2176,169,1080,1263
750,2696,6481,8070,2486,1226,2336,5495,1791,315
1239,5103,57,978,1430,724,983,1200,3030,3542
50,155,461,38,68,33,258,239,15,533
285,106,309,53,12,20,915,878,9347,86
432,1871,2921,3165,2012,315,28,58,23858,69
630,280,230,327,28,58,23861,6,146,23862
23864,8147,6482,23865,15,9349,495,3628,1080,1232
5,29,37,60,676,5522,40,676,5522,40
13,29,37,60,338,4596,40,338,4596,40
372,91,8,1069,4122,7189,5951,4321,22,1057
15281,23883,11439,15282,15283,5937,15284,23884,23885,23886
181,12,4,3167,11,423,11,672,12,4
352,558,2437,11,15,95,137,23889,9,4854
656,1533,4365,221,1920,1871,2996,88,896,142
3886,23895,3726,23896,9357,11444,23897,11445,15286,5524
82,83,2939,1786,120,699,5954,108,3905,11
60,338,4600,40,338,5507,40,338,4600,40
1978,43,272,275,99,218,45,189,54,3690
13,29,37,60,338,4366,40,338,4366,40
4124,1160,23930,23931,23932,23933,23934,23935,23936,23937
49,133,13,29,37,60,1621,40,1621,40
37,298,711,1761,1145,834,303,15,559,1260
49,133,13,29,37,60,1621,40,1621,40
2,0,0,0,0,0,0,0,0,0
23945,11452,6,369,2335,23946,6486,3906,23947,11454
90,257,12,25,609,3071,119,546,510,5528
15311,15312,4861,7198,11462,11463,11464,15313,23959,23960
511,451,16,998,8,381,80,106,80,76
8,189,54,43,26,711,2510,6487,1438,472
61,38,16,139,31,30,19,569,45,15
164,23963,4601,734,28,5529,2943,6,796,6488
7,24,403,19,7,643,22,7,56,206
624,118,1206,786,520,2161,1105,23964,15,147
271,954,168,824,8,189,2323,180,3328,105
1,2,114,80,586,80,11,784,114,50
790,33,143,1201,15,559,4129,15332,2238,40
23984,11474,1685,23985,23986,1358,206,6491,11475,23987
15340,5158,15341,15341,162,1089,2509,156,79,1145
5,29,37,60,15342,4132,40,15342,4132,40
215,2960,36,36,103,103,152,402,15,995
1206,696,1866,83,26,22,56,759,15,206
127,65,10,492,20,685,53,36,219,9378
2543,29,37,60,15344,4767,40,15344,4767,40
1584,173,700,758,4044,187,188,1201,372,654
304,323,90,15345,15346,1402,631,127,15347,15
105,400,609,5961,25,119,546,510,11,146
341,2203,310,1655,103,708,8162,2413,231,5
140,488,26,730,102,46,28,58,577,6
113,789,654,835,58,15354,910,161,456,24000
63,324,22,63,324,527,91,1879,1287,99
948,386,7,97,10,54,545,132,220,763
14,34,21,47,4134,5163,2184,15,394,2478
347,2506,191,209,6494,28,58,15356,910,526
5,29,37,60,414,9300,40,414,9300,40
18,698,156,10,15358,415,1121,7,11485,13
76,286,9,8,30,19,16,397,15,202
7,24007,24008,8166,4605,7,15364,24009,793,6331
4870,7829,11490,11490,15370,24016,24017,790,1960,15371
120,181,12,11,9,77,11,672,12,4
1529,929,127,8,55,938,285,8170,15,64
60,338,1519,40,338,2452,40,338,1519,40
8,73,1883,54,248,85,1064,2742,354,146
486,85,774,1661,183,508,77,9,53,378
256,114,1673,29,449,1467,28,11492,69,11145
7213,2341,153,76,871,3276,159,74,389,46
2,508,77,9,53,508,77,9,53,378
2550,11499,687,4564,3892,1247,2901,827,164,1353
24047,11510,1643,24048,182,24049,24050,11511,5972,15395
127,8175,731,1320,1143,45,189,54,928,172
195,235,5,120,181,12,4,3387,11,423
5916,26,28,58,2325,6,161,456,2110,2675
5,29,37,60,676,4844,40,676,4844,40
24061,24062,15397,24063,15398,24064,9400,24065,7217,24066
2,1099,1651,8,1250,2505,975,99,378,0
609,3071,119,546,510,5528,11,1643,116,610
2579,79,1203,31,21,79,25,308,199,116
62,9,62,25,609,12,25,610,1033,1689
11512,613,11513,1522,9403,1704,713,51,179,11514
314,215,7,2857,93,5,7219,3072,15,206
73,6504,100,4046,24093,8182,1501,4136,24094,499
107,180,49,810,25,3167,15410,2349,1083,1549
120,181,12,4,12,423,11,672,12,4
598,170,2586,116,8,30,19,1329,15,202
181,12,4,5547,11,423,11,470,12,4
94,13,509,480,2,91,13,275,417,40
3212,99,564,591,2110,1099,5173,1161,1651,378
5,29,37,60,414,5549,40,414,5549,40
12,48,1181,18,47,15413,444,48,15,289
5174,2350,45,8,409,102,54,2534,15,84
470,104,5042,3278,875,1017,429,79,202,15448
6509,9,51,116,766,378,6509,848,74,378
6,24100,5980,2050,3115,8,73,2050,301,979
24113,24114,24115,24116,24117,28,24118,24119,910,1118
442,536,808,1753,690,336,315,1161,2039,24120
3840,9424,739,1327,301,54,85,4291,15498,1447
327,293,285,1923,999,149,30,19,45,3463
9,20,1314,449,1299,2322,1150,460,134,15140
675,1650,2264,28,2264,1650,6,4141,116,378
2,54,167,547,2379,193,368,37,167,547
1867,15509,5178,6,369,5987,8196,6299,11545,886
4122,1527,619,944,22,1057,190,2713,64,960
88,717,4878,1100,637,1424,497,34,289,2186
716,53,238,119,546,510,41,2457,21,196
1651,8,1250,1651,1651,1187,2505,975,99,378
68,75,218,9443,89,1324,443,3315,146,86
355,24,398,2373,1431,898,21,1962,1279,158
13,29,37,60,338,7962,40,338,7962,40
20,8,538,409,3130,259,2590,744,146,1216
960,80,156,719,24156,109,296,472,276,174
573,525,9,62,1477,1478,157,10,93,5
123,24164,4095,1485,28,58,24165,69,2849,622
18,62,10,24167,348,5,422,8,538,394
51,73,46,15535,7235,6,163,492,5995,15536
393,248,1501,2967,163,56,409,102,153,11566
5510,323,643,13,7,120,30,19,16,660
5,29,37,60,676,6301,40,676,6301,40
914,7236,24177,914,7236,24178,914,7236,24179,914
12,4,1387,11,11,423,11,672,12,4
957,29,2868,735,30,1642,19,229,30,62
3532,536,6275,71,282,863,15538,24183,33,24184
721,29,1191,116,24,375,3919,3173,61,420
2842,630,33,382,283,345,2583,1441,440,1255
45,764,15,1591,4884,322,4281,85,3280,5997
116,610,2869,230,2831,25,149,1689,610,41
7239,221,997,1807,3077,2,5184,895,544,15543
733,1183,27,273,146,5816,408,255,945,5013
721,29,1191,116,24,375,3919,3173,61,420
1787,1381,690,767,18,1306,9,537,15,489
516,5186,888,2712,21,15,28,15557,69,796
1841,29,37,60,11,875,40,11,875,40
15563,8215,15564,15565,9466,7245,11588,7995,24242,15566
4885,9050,707,24243,2256,28,58,24244,6,796
34,569,45,8,409,102,54,11592,15,489
89,31,690,767,18,1306,9,537,15,489
4621,354,3644,200,816,938,838,273,15,269
591,929,130,99,2505,975,247,2110,1595,378
110,1259,24252,9472,1101,69,24253,1130,3176,2670
2,15571,15572,895,259,24254,963,0,0,0
13,29,37,60,338,5189,40,338,5189,40
38,295,689,5894,855,1157,525,7248,451,15
105,96,8,153,192,2838,15573,517,6,15
1361,11384,1542,3747,1897,802,4298,11597,1897,11598
1958,1457,24264,3325,839,1262,24265,24266,24267,24268
9,77,11,672,263,4,263,11,9,77
1539,913,241,10,105,53,491,18,1364,64
291,1841,15578,315,229,3748,3731,4536,24269,509
1026,228,62,294,36,38,95,15580,53,15
852,29,37,60,414,8221,40,414,8221,40
24,597,2257,22,7,62,24,324,2104,137
2,1232,300,260,140,8,123,191,260,140
13,29,37,60,338,8225,40,338,8225,40
1,1,2,22,285,385,151,597,15582,11602
24286,24287,15584,24288,24289,24290,24291,24292,11604,24293
59,59,2,2137,257,53,34,90,327,12
2,26,2058,1733,177,0,0,0,0,0
2579,79,1203,31,21,79,25,308,199,116
2205,96,28,24296,230,796,2617,974,22,103
12,4,12,11,423,11,672,12,11,423
15625,24328,15626,2411,24329,11634,1015,15627,15628,11635
2,4123,0,0,0,0,0,0,0,0
24333,24334,15630,54,635,68,11639,7261,24335,664
1435,140,49,810,25,5133,4627,1387,9499,7126
13,29,37,60,338,4395,40,338,4395,40
133,368,5,29,37,60,7262,40,7262,40
161,456,9500,24336,15631,28,58,24337,6,526
48,683,2648,11,565,8,30,19,148,86
183,85,4396,15632,1096,508,77,9,53,378
15273,15668,3852,5567,11658,9506,7263,15669,3927,9507
15676,1646,659,2202,6011,873,2285,1228,2872,98
125,72,20,46,322,80,146,435,39,435
458,9088,222,28,58,11666,4055,6,15683,5484
2,10,9511,674,1034,10,11667,15,928,1515
99,46,392,272,560,799,254,126,15,206
45,358,311,8,73,3015,5489,146,3845,24384
26,2053,1472,209,1337,692,551,788,4631,64
4590,198,515,6552,1901,1500,28,8243,24388,230
1357,20,204,415,9299,24,16,6376,146,86
10,11670,15687,16,83,192,2587,45,8,54
2,16,2712,1410,24394,208,0,0,0,0
181,3566,3387,11,9,77,11,672,12,4
1238,768,52,1986,2307,11671,83,1986,15688,24397
5,29,37,60,414,9291,40,414,9291,40
11691,6313,24427,6558,24428,15717,15718,588,7266,15719
13,29,37,60,338,3567,40,338,3567,40
104,919,130,99,448,292,4817,149,519,759
4,2,94,65,292,223,217,42,596,693
30,19,3315,2352,385,1089,5573,7,15,650
62,270,1748,10,278,645,24433,30,19,15
5043,11694,183,686,5043,11695,46,3400,9524,6
14,1935,497,1988,130,36,743,371,1207,179
6560,16,217,107,154,21,2776,1244,15,206
1898,1565,35,28,24434,8072,107,6,3902,796
1569,99,235,13,30,19,16,8254,35,15
2,24435,173,15722,148,0,0,0,0,0
3472,975,432,6014,19,226,473,26,15725,9529
5,29,37,60,676,2707,40,676,2707,40
23,266,1221,83,132,106,343,1168,5576,5
1292,516,544,88,808,35,28,58,24447,6
15742,15743,4796,15744,1262,11709,24461,8259,7272,11710
81,741,14,32,57,405,567,81,95,142
25,3152,119,546,510,263,610,1689,12,25
9538,9538,9538,58,11711,492,6,6389,24462,24463
2,266,2270,3876,102,1598,1284,2269,0,0
34,3931,8,869,2720,258,239,146,115,11712
2,2222,3285,2666,977,0,0,0,0,0
13,29,37,60,338,7273,40,338,7273,40
2,21,6015,6016,96,0,0,0,0,0
12,10,3080,4158,30,44,262,19,47,15
13,29,37,60,338,11713,40,338,11713,40
7,1265,241,623,37,418,31,15,596,693
11714,24472,15749,24473,24474,24475,24476,24477,3475,24478
104,3568,1052,127,9540,20,544,189,684,1826
1389,14,225,491,524,76,97,913,24479,179
24480,2277,15751,3155,3664,1112,947,3668,2277,15751
307,4369,826,97,207,15753,68,4401,312,20
228,62,140,49,62,810,62,25,1083,1549
140,272,176,193,285,429,1102,15,596,693
162,1255,875,66,8264,26,375,711,15,2721
174,24485,916,36,30,19,148,26,223,2901
710,4,6,734,8,106,6564,33,15,3402
544,266,665,2586,45,8,30,19,15,269
1116,761,11,761,61,8,849,359,15,179
271,954,191,824,15758,910,161,456,24487,4761
5,29,37,60,414,15759,40,414,15759,40
117,1271,1053,85,2275,6334,183,85,1667,6335
2679,427,5201,1289,2486,1226,207,123,205,835
68,398,65,1268,258,30,19,605,15,9548
15,29,37,60,414,9549,40,414,9549,40
1952,789,479,21,15764,9117,8268,6587,260,96
11723,134,7,48,1151,24494,3935,30,19,45
1118,594,334,4160,4103,2788,2974,2106,2107,4402
120,181,424,12,11,423,11,24495,12,4
1488,34,77,21,1488,34,77,18,15,142
492,11,119,546,510,12,11,1643,116,610
2,4,11,195,133,13,120,181,12,4
9554,1871,301,131,11730,5368,35,448,192,650
98,2553,141,9556,5583,2692,9,98,2553,64
24510,1537,28,1339,234,230,29,823,15769,24511
58,15787,6,4161,7280,4403,15788,3901,15789,24512
2,24513,24514,24515,24516,24517,0,0,0,0
3405,5175,183,85,3405,6025,43,5584,5585,6
692,113,34,324,519,815,113,34,15,667
5586,1963,15,4894,6,184,28,58,4894,6
415,10,188,573,160,281,1448,10,15,147
2617,35,967,6594,7282,1319,24528,24529,24530,24531
37,429,128,513,15,211,3055,1272,288,40
2,26,140,1929,0,0,0,0,0,0
288,29,37,60,11,934,40,11,934,40
2030,1627,3023,110,591,125,63,2803,1595,158
25,169,34,4366,25,170,34,392,596,693
3064,24555,24556,24557,15806,24558,24559,24560,11748,24561
32,489,7289,45,8,409,102,54,15,489
46,710,4,6,458,972,938,89,48,11749
24736,24737,24738,24739,24740,24741,24742,24743,24744,24745
1323,24746,8278,75,89,734,3084,67,14986,168
